ticker,corporate_name,asset_turnover,cagr_earnings_5y,cagr_revenue_5y,cash,close_price,current_assets,current_liabilities,current_ratio,debt_equity,ebit,ebit_margin,ebit_over_assets,ebitda,ebitda_margin,equity,ev_ebit,ev_ebitda,gross_margin,lpa,market_cap,net_debt,net_debt_ebit,net_debt_ebitda,net_debt_equity,net_income,net_margin,net_revenue,p_assets,p_ebit,p_ebitda,p_sr,pl,pvp,reference_date,roa,roe,roic,shares_outstanding,total_assets,total_debt,vpa
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.43,,0.13,154614.0,22.53,433144.0,683156.0,0.63,1.12,-1200.0,-0.11,-0.05,27198.0,2.47,906947.0,-3577.4,157.84,30.83,-1.62,3432659129.46,860225.0,-716.85,31.63,0.95,-247442.0,-21.68,1099502.0,1.33,-2860.55,126.21,3.12,-13.87,3.78,2023-03-31,-9.27,-27.28,-0.04,152359482,2571685.0,1014839.0,5.95
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.41,,0.13,218744.0,21.6,484284.0,678389.0,0.71,1.09,-12666.0,-1.17,-0.48,105071.0,9.68,949696.0,-324.27,39.09,30.02,-1.5,3290964811.2,816213.0,-64.44,7.77,0.86,-227810.0,-20.21,1085009.0,1.26,-259.83,31.32,3.03,-14.45,3.47,2022-12-31,-8.38,-23.99,-0.47,152359482,2615454.0,1034957.0,6.23
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.43,-41.4,3.62,247829.0,20.98,508798.0,590826.0,0.86,0.85,50028.0,4.47,1.9,137557.0,12.29,1072554.0,77.13,28.05,29.94,-0.56,3196501932.36,662331.0,13.24,4.81,0.62,-85901.0,-7.15,1118850.0,1.21,63.89,23.24,2.86,-37.21,2.98,2022-09-30,-3.04,-8.01,1.9,152359482,2631221.0,910160.0,7.04
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.44,-41.4,3.62,240190.0,19.51,457827.0,550780.0,0.83,0.71,90620.0,8.09,3.52,149685.0,13.37,1145368.0,39.08,23.66,31.55,-0.19,2972533493.82,568608.0,6.27,3.8,0.5,-28550.0,-1.77,1119877.0,1.15,32.8,19.86,2.65,-104.12,2.6,2022-06-30,-0.77,-2.49,3.49,152359482,2573833.0,808798.0,7.52
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.44,-41.4,3.62,81625.0,17.95,456178.0,535518.0,0.85,0.66,77620.0,6.89,3.06,106746.0,9.48,1159398.0,43.99,31.99,31.73,-0.21,2734852701.9,679934.0,8.76,6.37,0.59,-32291.0,-2.22,1126549.0,1.08,35.23,25.62,2.43,-84.69,2.36,2022-03-31,-0.99,-2.79,2.79,152359482,2537389.0,761559.0,7.61
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.45,-41.4,3.62,127310.0,14.97,489288.0,589530.0,0.83,0.66,94108.0,8.28,3.7,213712.0,18.8,1175292.0,31.15,13.72,31.33,-0.04,2280821445.54,650676.0,6.91,3.04,0.55,-5625.0,0.17,1136572.0,0.9,24.24,10.67,2.01,-405.48,1.94,2021-12-31,0.08,-0.48,3.4,152359482,2542229.0,777986.0,7.71
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.37,,5.83,152402.0,11.55,566594.0,611599.0,0.93,0.64,15727.0,1.62,0.6,106569.0,11.01,1205650.0,151.01,22.28,22.03,-0.58,1759752017.1,615132.0,39.11,5.77,0.51,-88408.0,-8.41,967831.0,0.68,111.89,16.51,1.82,-19.9,1.46,2021-09-30,-3.12,-7.33,0.57,152359482,2604542.0,767534.0,7.91
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.41,,5.83,217478.0,11.76,585294.0,485793.0,1.2,0.65,75107.0,7.01,2.85,137016.0,12.79,1212178.0,31.43,17.23,25.4,-0.02,1791747508.32,568703.0,7.57,4.15,0.47,-2368.0,0.41,1071425.0,0.68,23.86,13.08,1.67,-756.65,1.48,2021-06-30,0.17,-0.2,2.78,152359482,2632144.0,786181.0,7.96
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.38,,5.83,228654.0,9.0,580437.0,522499.0,1.11,0.66,21542.0,2.2,0.84,52404.0,5.36,1201016.0,89.79,36.91,21.41,-0.43,1371235338.0,562996.0,26.13,10.74,0.47,-65617.0,-6.12,978104.0,0.53,63.65,26.17,1.4,-20.9,1.14,2021-03-31,-2.33,-5.46,0.81,152359482,2569669.0,791650.0,7.88
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.37,,5.83,229087.0,11.1,568932.0,476481.0,1.19,0.67,-6834.0,-0.74,-0.27,112343.0,12.1,1190537.0,-330.11,20.08,17.8,-0.64,1691190250.2,564752.0,-82.64,5.03,0.47,-97416.0,-9.95,928787.0,0.67,-247.47,15.05,1.82,-17.36,1.42,2020-12-31,-3.64,-8.18,-0.26,152359482,2540602.0,793839.0,7.81
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.41,,,212848.0,10.15,583844.0,615847.0,0.95,0.68,107204.0,10.15,4.2,194960.0,18.46,1176682.0,19.92,10.95,25.31,0.15,1546448742.3,589254.0,5.5,3.02,0.5,23069.0,2.98,1056152.0,0.61,14.43,7.93,1.46,67.04,1.31,2020-09-30,1.23,1.96,4.01,152359482,2553054.0,802102.0,7.72
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.36,,,325320.0,10.29,635558.0,733271.0,0.87,0.76,32037.0,3.41,1.22,90830.0,9.66,1179763.0,66.93,23.61,20.6,-0.35,1567779069.78,576413.0,17.99,6.35,0.49,-52914.0,-4.98,940721.0,0.6,48.94,17.26,1.67,-29.63,1.33,2020-06-30,-1.79,-4.49,1.2,152359482,2618906.0,901733.0,7.74
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.4,,,256040.0,9.0,619861.0,634014.0,0.98,0.65,91324.0,8.72,3.48,120948.0,11.55,1262906.0,21.23,16.03,24.4,0.06,1371235338.0,567517.0,6.21,4.69,0.45,9734.0,1.77,1046883.0,0.52,15.02,11.34,1.31,140.87,1.09,2020-03-31,0.71,0.77,3.29,152359482,2624782.0,823557.0,8.29
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.45,,,88301.0,18.16,417043.0,406231.0,1.03,0.48,125793.0,11.72,5.24,243663.0,22.71,1282190.0,26.18,13.52,26.55,0.27,2766848193.12,526468.0,4.19,2.16,0.41,41300.0,4.67,1072865.0,1.15,22.0,11.36,2.58,66.99,2.16,2019-12-31,2.09,3.22,4.59,152359482,2401121.0,614769.0,8.42
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.43,,,97428.0,19.25,465364.0,436899.0,1.07,0.5,116432.0,10.84,4.71,204899.0,19.09,1287907.0,29.87,16.97,26.8,0.28,2932920028.5,544880.0,4.68,2.66,0.42,43241.0,5.09,1073602.0,1.19,25.19,14.31,2.73,67.83,2.28,2019-09-30,2.21,3.36,4.19,152359482,2469869.0,642308.0,8.45
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.44,,,61185.0,14.42,402473.0,427536.0,0.94,0.47,121507.0,11.31,5.03,179657.0,16.73,1272385.0,22.51,15.23,26.96,0.29,2197023730.44,538341.0,4.43,3.0,0.42,44414.0,5.18,1074072.0,0.91,18.08,12.23,2.05,49.47,1.73,2019-06-30,2.3,3.49,4.43,152359482,2415464.0,599526.0,8.35
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.44,,,64266.0,14.52,401603.0,407320.0,0.99,0.48,115924.0,10.78,4.77,144456.0,13.43,1264760.0,23.78,19.08,26.66,0.28,2212259678.64,543996.0,4.69,3.77,0.43,42870.0,4.97,1075621.0,0.91,19.08,15.31,2.06,51.6,1.75,2019-03-31,2.2,3.39,4.23,152359482,2429751.0,608262.0,8.3
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.49,,,73165.0,13.31,399736.0,384735.0,1.04,0.48,113663.0,10.55,5.14,196284.0,18.23,1256946.0,22.52,13.04,26.87,0.26,2027904705.42,532346.0,4.68,2.71,0.42,40087.0,4.79,1076918.0,0.92,17.84,10.33,1.88,50.59,1.61,2018-12-31,2.33,3.19,4.19,152359482,2209426.0,605511.0,8.25
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.47,,,46970.0,11.68,423905.0,403013.0,1.05,0.5,103204.0,9.69,4.57,169261.0,15.9,1249113.0,22.78,13.89,29.03,0.05,1779558749.76,571668.0,5.54,3.38,0.46,7685.0,1.43,1064664.0,0.79,17.24,10.51,1.67,231.56,1.42,2018-09-30,0.67,0.62,3.74,152359482,2258249.0,618638.0,8.2
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.48,,,63455.0,13.08,409183.0,404495.0,1.01,0.49,100746.0,9.3,4.45,143294.0,13.23,1236630.0,25.2,17.72,28.45,0.05,1992862024.56,545754.0,5.42,3.81,0.44,7967.0,1.63,1083035.0,0.88,19.78,13.91,1.84,250.14,1.61,2018-06-30,0.78,0.64,3.73,152359482,2263315.0,609209.0,8.12
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.48,,,68523.0,16.1,399985.0,375351.0,1.07,0.51,113268.0,10.47,4.98,132959.0,12.29,1230226.0,26.63,22.68,29.36,0.05,2452987660.2,562813.0,4.97,4.23,0.46,7969.0,1.43,1081741.0,1.08,21.66,18.45,2.27,307.82,1.99,2018-03-31,0.68,0.65,4.17,152359482,2274483.0,631336.0,8.07
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.47,,,91607.0,14.8,401554.0,362053.0,1.11,0.49,105158.0,9.76,4.6,184175.0,17.09,1219460.0,26.27,15.0,29.81,0.04,2254920333.6,507645.0,4.83,2.76,0.42,6652.0,1.36,1077876.0,0.99,21.44,12.24,2.09,338.98,1.85,2017-12-31,0.64,0.55,4.02,152359482,2284985.0,599252.0,8.0
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.43,,,50806.0,17.04,430387.0,512653.0,0.84,0.42,97735.0,9.87,4.23,157990.0,15.95,1230385.0,31.3,19.36,34.84,0.16,2596205573.28,463157.0,4.74,2.93,0.38,24448.0,3.75,990408.0,1.12,26.56,16.43,2.62,106.19,2.11,2017-09-30,1.61,1.99,3.81,152359482,2308239.0,513963.0,8.08
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.43,,,51155.0,17.54,409799.0,471114.0,0.87,0.41,106859.0,10.92,4.71,148771.0,15.2,1218344.0,29.19,20.96,35.99,0.18,2672385314.28,446340.0,4.18,3.0,0.37,28090.0,3.99,978843.0,1.18,25.01,17.96,2.73,95.14,2.19,2017-06-30,1.72,2.31,4.24,152359482,2270885.0,497495.0,8.0
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.46,,,53505.0,15.63,384153.0,429271.0,0.89,0.41,99512.0,9.8,4.49,120444.0,11.87,1182905.0,28.26,23.35,35.75,0.09,2381378703.66,430583.0,4.33,3.57,0.36,13046.0,2.74,1015021.0,1.07,23.93,19.77,2.35,182.54,2.01,2017-03-31,1.25,1.1,4.07,152359482,2218670.0,484088.0,7.76
AALR3,ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.,0.44,,,197144.0,14.65,494429.0,404579.0,1.22,0.43,103176.0,10.84,4.76,157543.0,16.56,1173600.0,24.62,16.13,37.88,0.1,2232066411.3,308503.0,2.99,1.96,0.26,14792.0,3.02,951470.0,1.03,21.63,14.17,2.35,150.9,1.9,2016-12-31,1.33,1.26,4.59,152359482,2166312.0,505647.0,7.7
